"Title","Average_2014","Male_2014","Female_2014","Gap_2014","Average_2015","Male_2015","Female_2015","Gap_2015","Average_2016","Male_2016","Female_2016","Gap_2016","Average_2017","Male_2017","Female_2017","Gap_2017","Average_2018","Male_2018","Female_2018","Gap_2018","Average_2019","Male_2019","Female_2019","Gap_2019","Average_2020","Male_2020","Female_2020","Gap_2020"
"EOC MAIL/MESSAGE SERVICES WORKER",34590.870708297,34591.0924239353,34038.4533050065,"0.8%",35080.2937931557,35080.2937931557,NA,NA,34716.9922296622,34716.9922296622,NA,NA,37699.5230793803,37699.5230793803,NA,NA,36649.3289406631,36649.3289406631,NA,NA,36042.912138511,36042.912138511,NA,NA,38740,38740,NA,NA
"EOC OFFICE ASSISTANT",37382.954875206,36998.876599106,37465.9403665993,"-0.6%",36127.8680969115,36931.8068467091,35970.1558834832,"1.3%",35493.2974161931,36550.1672032147,35303.4363683342,"1.7%",36790.6510863956,36988.5585995136,36743.6455427556,"0.3%",37361.1042599611,34965.8982771131,38252.1229344709,"-4.5%",38126.6630035339,35683.1246424954,39126.5370708515,"-4.6%",41123.6428571429,37893.3456942273,42954.0305377201,"-6.3%"
"EQUAL EMPLOYMENT OPPORTUNITY OFFICER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105988.028314807,105988.028314807,105988.028314807,"0.0%",117407.099866093,117407.099866093,117407.099866093,"0.0%",120077,120077,120077,"0.0%"
"EQUAL RIGHTS COMPLIANCE SPECIALIST",68032.5252837951,69003.9554077871,67752.4544226794,"0.9%",69472.8690483704,67593.2102688466,70308.4445495313,"-2.0%",69294.1670170974,67167.3303348943,69738.9448789273,"-1.9%",68694.3337862797,65151.6357736683,69679.1611342973,"-3.4%",67666.1024699812,63667.1837231114,69149.2828469043,"-4.1%",73971.1647921132,71410.0655272392,75800.1593748184,"-3.0%",75298.5555555556,73265.6410155729,76618.8192481404,"-2.2%"
"ESTIMATOR",64166.3142366161,63484.0123577991,65016.3091091965,"-1.2%",64304.8528635807,66734.1310060798,61882.5115000043,"3.8%",64812.8889145679,66488.7573643499,61475.946674894,"3.9%",69788.824227681,69398.3792822156,70470.5569581941,"-0.8%",70091.2399761522,71181.1355173251,68692.5157191118,"1.8%",72791.0926938708,72659.2896215969,72921.5528534758,"-0.2%",70136.625,73746.4653584424,66570.2373580965,"5.1%"
"EVIDENCE AND PROPERTY CONTROL SPECIALIST",54718.4647357779,54016.9320579408,55766.3019728408,"-1.6%",57115.6756684353,56406.6240361832,58131.1559629747,"-1.5%",58379.0879196914,57950.2018167254,59034.3990359583,"-0.9%",58079.8343509682,58047.5161984909,58118.5625135711,"-0.1%",56578.3822384785,56602.2066580791,56550.8720843218,"0.0%",56575.2097104956,56803.9090407557,56301.9993991618,"0.4%",60504.8150289017,61516.8403658743,59532.7295939286,"1.6%"
"EXAMINER OF ACCOUNTS",74270.0532392478,59673.8737768976,88907.2170163259,"-19.7%",75699.2110857244,60461.6726877661,90979.5346570898,"-20.2%",80264.2336473116,59910.7898112535,100735.295072956,"-25.4%",104721.014485275,94048.7478183363,126363.822915306,"-14.7%",101803.805283944,91428.8355317926,122843.710846723,"-14.7%",93298.2598961637,93554.3921018639,92787.0801732061,"0.4%",95420.3333333333,95682.2171662197,94897.6747134382,"0.4%"
"EXAMINING ATTORNEY",106909.844227778,147941.563240598,91487.5467981858,"23.6%",110186.77024872,143288.085036761,99101.826529498,"18.2%",111958.63148361,120309.563584452,103594.038123088,"7.5%",116762.41076833,126915.843972217,106828.325168991,"8.6%",109662.382366946,112779.784441993,105015.055801251,"3.6%",115055.625300863,118319.100201717,112052.804583045,"2.7%",107799.75,105376.146339199,109683.619351745,"-2.0%"
"EXEC ASST TO THE COMMISSIONER OF FINANCE",65054.0612314579,65054.0612314579,65054.0612314579,"0.0%",65911.5136520279,65911.5136520279,65911.5136520279,"0.0%",66860.1735708575,66860.1735708575,66860.1735708575,"0.0%",67728.3113781283,67728.3113781283,67728.3113781283,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXEC ASST TO THE DEPUTY COM FOR CITYWIDE PERSONNEL SVCS-DCAS",81317.5765393224,81317.5765393224,81317.5765393224,"0.0%",82389.3920650349,82389.3920650349,82389.3920650349,"0.0%",100289.724815111,100289.724815111,100289.724815111,"0.0%",101591.413684223,101591.413684223,101591.413684223,"0.0%",98761.3856499029,98761.3856499029,98761.3856499029,"0.0%",101298.620175253,101298.620175253,101298.620175253,"0.0%",103603,103603,103603,"0.0%"
"EXEC ASST TO THE DEPUTY COMMISSIONER",97455.3206621394,NA,97455.3206621394,NA,101304.950268664,95241.5960817481,104316.096817472,"-4.5%",89149.7543140782,96581.1630746373,85446.5587643925,"6.1%",106328.476896048,106328.476896048,106328.476896048,"0.0%",95204.8984775616,87059.8386387839,103366.488677262,"-8.6%",96152.8698169944,96631.7433457843,96152.5668986402,"0.2%",99757,100986.172329958,99755.784777716,"0.6%"
"EXEC DIRECTOR OF GRANTS MANAGEMENT AND ADMINISTRATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135441.87539469,135441.87539469,135441.87539469,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE ADMINISTRATOR OF GRACIE MANSION",NA,NA,NA,NA,226198.790694152,NA,226198.790694152,NA,229452.616555067,NA,229452.616555067,NA,232431.058887128,NA,232431.058887128,NA,225956.23597796,NA,225956.23597796,NA,231761.695703244,NA,231761.695703244,NA,237033,NA,237033,NA
"EXECUTIVE AGENCY COUNSEL",125215.241251469,124708.448077297,125635.450331535,"-0.4%",132091.310858225,132793.163099868,131567.582537373,"0.5%",135868.889193219,137079.146536114,134995.0616274,"0.8%",137667.773343492,139230.302310601,136574.384920633,"1.0%",134622.034652114,134226.535326993,134895.434507369,"-0.2%",139678.494547002,141319.266233516,138570.935826764,"1.0%",143904.879431193,144412.724139993,143541.958795471,"0.3%"
"EXECUTIVE ASSISTANT",134073.322385595,135644.098099179,130184.302728933,"2.1%",121529.900036607,143129.831303641,100025.877614119,"17.7%",118082.991107419,148167.249406853,96483.1924690931,"21.1%",112488.594662625,139402.972183386,96270.2009176722,"18.3%",103340.205011625,113649.09988643,95937.3764354163,"8.5%",112190.807101959,120214.505945724,102631.87385121,"7.9%",119661.5,129385.249813397,111753.887095172,"7.3%"
"EXECUTIVE ASSISTANT-MIDTOWN ENFORCEMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86084.5629968179,86084.5629968179,86084.5629968179,"0.0%",83686.5086950983,83686.5086950983,83686.5086950983,"0.0%",85836.6952803815,85836.6952803815,85836.6952803815,"0.0%",87789,87789,87789,"0.0%"
"EXECUTIVE ASSISTANT AND COUNSEL TO THE PUBLIC ADVOCATE",92159.9200778988,92159.9200778988,NA,NA,95471.4025086574,91827.3840013734,102732.344228761,"-5.6%",103685.591407655,103076.514516519,104296.643888667,"-0.6%",103863.560748467,NA,103863.560748467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE ASSISTANT FOR PLANNING",NA,NA,NA,NA,107522.350521971,107522.350521971,107522.350521971,"0.0%",125403.392689386,125403.392689386,125403.392689386,"0.0%",127030.612386815,127030.612386815,127030.612386815,"0.0%",123491.925590025,123491.925590025,123491.925590025,"0.0%",126665.321422698,126665.321422698,126665.321422698,"0.0%",129546,129546,129546,"0.0%"
"EXECUTIVE ASSISTANT TO COMMISSIONER OF TRANSPORTATION",146371.63777078,146371.63777078,146371.63777078,"0.0%",148300.905717063,148300.905717063,148300.905717063,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE ASSISTANT TO THE CHAIRMAN",75896.4047700343,NA,75896.4047700343,NA,79226.938158775,NA,79226.938158775,NA,72833.5998400959,NA,72833.5998400959,NA,65309.7440811863,65309.7440811863,65309.7440811863,"0.0%",NA,NA,NA,NA,67475.3447506284,67475.3447506284,NA,NA,NA,NA,NA,NA
"EXECUTIVE ASSISTANT TO THE CHANCELLOR",73185.8188853902,NA,73185.8188853902,NA,74298.1855615446,66777.3463436802,78038.1390242763,"-7.8%",NA,NA,NA,NA,NA,NA,NA,NA,125500.065913941,135283.733764372,125488.490077119,"3.8%",128724.32653229,138759.521648225,128712.453093524,"3.8%",131652,141915,131639.857027128,"3.8%"
"EXECUTIVE ASSISTANT TO THE CHIEF ADMINISTRATIVE LAW JUDGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147048.918105575,147048.918105575,147048.918105575,"0.0%",150393,150393,150393,"0.0%"
"EXECUTIVE ASSISTANT TO THE CITY CLERK",81513.8229573707,81513.8229573707,81513.8229573707,"0.0%",85090.7900629899,85090.7900629899,85090.7900629899,"0.0%",86315.3133869678,86315.3133869678,86315.3133869678,"0.0%",87436.0533461108,87436.0533461108,87436.0533461108,"0.0%",85000.3506306335,85000.3506306335,85000.3506306335,"0.0%",92312.3141870463,92312.3141870463,92312.3141870463,"0.0%",94412,94412,94412,"0.0%"
"EXECUTIVE ASSISTANT TO THE COMMISSIONER",119959.146793632,119914.042342725,134337.307951996,"-5.7%",154997.851014277,166946.99393598,119623.298516841,"16.5%",133576.822106736,151201.124588769,115989.595145639,"13.2%",111208.800191663,120098.820777238,105272.581716495,"6.6%",115025.171791891,127997.619272341,108546.162856506,"8.2%",107810.998038387,141660.479598964,96548.5910407704,"18.9%",108365.714285714,104388.910563045,111334.941562859,"-3.2%"
"EXECUTIVE ASSISTANT TO THE COMMISSIONER OF COMMUNITY DEVELOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186923,186923,186923,"0.0%"
"EXECUTIVE ASSISTANT TO THE COMPTROLLER",131791.938414457,131791.938414457,NA,NA,158505.826279049,137575.403249221,179436.249308878,"-13.2%",160786.06259994,139554.532705377,182017.592494503,"-13.2%",165489.097895396,141366.101212635,189612.094578158,"-14.6%",160879.074573208,137428.071264771,184330.077881645,"-14.6%",165012.466229708,140959.016468156,189065.915991261,"-14.6%",168765.5,144165,193366,"-14.6%"
"EXECUTIVE ASSISTANT TO THE DEPUTY COMMISSIONER",NA,NA,NA,NA,103486.487888007,103486.487888007,103486.487888007,"0.0%",101752.823306016,101752.823306016,101752.823306016,"0.0%",NA,NA,NA,NA,92820.9358696691,NA,92820.9358696691,NA,103550.483919468,NA,103550.483919468,NA,96229.6666666667,105124.828573408,95805.4304662904,"4.6%"
"EXECUTIVE ASSISTANT TO THE DIRECTOR",81317.5765393224,81317.5765393224,81317.5765393224,"0.0%",100653.050404575,100653.050404575,100653.050404575,"0.0%",116747.976214271,116747.976214271,116747.976214271,"0.0%",118263.3059354,118263.3059354,118263.3059354,"0.0%",114968.849651241,114968.849651241,114968.849651241,"0.0%",90638.5227993516,90638.5227993516,90638.5227993516,"0.0%",NA,NA,NA,NA
"EXECUTIVE ASSISTANT TO THE EXECUTIVE DEPUTY ADM",NA,NA,NA,NA,NA,NA,NA,NA,131578.182440536,NA,131578.182440536,NA,134325.289447495,134325.289447495,134325.289447495,"0.0%",107902.639750613,130575.242978127,100123.248801875,"13.2%",119951.356770895,144635.123820532,111481.898189549,"12.9%",112848.666666667,118456.132157677,110057.3284487,"3.7%"
"EXECUTIVE ASSISTANT TO THE FIRST DEPUTY CLERK",45983.463181456,NA,45983.463181456,NA,48000.6821343365,NA,48000.6821343365,NA,48691.4036578053,NA,48691.4036578053,NA,49323.6041428624,NA,49323.6041428624,NA,47949.5984329713,NA,47949.5984329713,NA,51591.4471773909,NA,51591.4471773909,NA,NA,NA,NA,NA
"EXECUTIVE ASSISTANT TO THE HUMAN RESOURCES ADMIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117503.816814714,NA,117503.816814714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE ASSISTANT TO THE PRESIDENT OF THE TAX COMMISSION",122311.393224326,NA,122311.393224326,NA,127677.853292771,NA,127677.853292771,NA,139846.938187088,NA,139846.938187088,NA,141662.101826938,NA,141662.101826938,NA,137715.826201548,NA,137715.826201548,NA,144423.422228487,NA,144423.422228487,NA,147708,NA,147708,NA
"EXECUTIVE ASST-DOMESTIC VIOLENCE-HRA",58907.9703731806,62885.5925237427,58906.4800688904,"3.3%",61240.8874259963,65642.0232267511,61238.8260040755,"3.5%",63646.9265190885,70317.6273985609,63642.7599351538,"5.0%",63872.9297114002,71230.8097502242,63869.4833975647,"5.4%",61088.5298077842,69246.5358712616,61084.7087276608,"6.3%",64287.554333952,71025.3535602697,64283.3458397444,"5.0%",63062.5,61346.2230109294,63064.7364518652,"-1.4%"
"EXECUTIVE ASST TO THE COMMISSIONER",103510.769528434,103510.769528434,103510.769528434,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113300,NA,113300,NA
"EXECUTIVE ASST TO THE NYC COMMISSION TO THE UNITED NATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67000,67000,67000,"0.0%"
"EXECUTIVE CHIEF OF STAFF",92159.9200778988,NA,92159.9200778988,NA,93374.6443403729,NA,93374.6443403729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154463.149270562,154463.149270562,154463.149270562,"0.0%",180472,180472,180472,"0.0%"
"EXECUTIVE COOK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110780.416754763,110780.416754763,110780.416754763,"0.0%",113300,113300,113300,"0.0%"
"EXECUTIVE DEPUTY ADMINISTRATOR",162951.749509971,162951.749509971,162951.749509971,"0.0%",170102.572892867,170102.572892867,170102.572892867,"0.0%",NA,NA,NA,NA,211655.186588527,211655.186588527,211655.186588527,"0.0%",205644.423981591,205416.503994122,205758.499221336,"-0.1%",216546.509009326,227477.761647991,211075.355385084,"3.7%",221471.666666667,232651.154871069,215876.269741126,"3.7%"
"EXECUTIVE DEPUTY COMMISSIONER",218523.09708259,218523.09708259,218523.09708259,"0.0%",228112.280942703,228112.280942703,228112.280942703,"0.0%",231393.417774335,231393.417774335,231393.417774335,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE DIRECTOR",186009.827902891,181847.79442035,188675.347494131,"-1.8%",192057.925371439,181556.173802458,199548.796781599,"-4.7%",181413.502048771,180659.946915,181962.220344127,"-0.4%",187563.498788457,210102.003476112,169520.402186503,"10.7%",177993.609494272,205701.36624471,160318.054632988,"12.4%",190388.551768656,215260.729337154,169637.531176664,"11.9%",201734.925238095,233993.504332454,177479.115502839,"13.7%"
"EXECUTIVE DIRECTOR OF ADMINISTRATION",164803.62178636,164803.62178636,164803.62178636,"0.0%",151543.449147301,172035.54437698,131216.095003584,"13.5%",153723.345580152,174510.37629922,133103.427007315,"13.5%",176775.569717298,176775.569717298,176775.569717298,"0.0%",177494.61808453,177494.61808453,177494.61808453,"0.0%",188393.17673315,188393.17673315,188393.17673315,"0.0%",192678,192678,192678,"0.0%"
"EXECUTIVE DIRECTOR OF FLEET OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178684,178684,178684,"0.0%"
"EXECUTIVE DIRECTOR OF FOOD SERVICES",135105.358599846,NA,135105.358599846,NA,141034.404852371,NA,141034.404852371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",99203.1064405579,NA,99203.1064405579,NA,103444.278544289,NA,103444.278544289,NA,104931.795722566,NA,104931.795722566,NA,111560.630103326,NA,111560.630103326,NA,108452.889997452,NA,108452.889997452,NA,111239.651936946,NA,111239.651936946,NA,113770,NA,113770,NA
"EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134908.86361235,134908.86361235,134908.86361235,"0.0%",131150.712679555,131150.712679555,131150.712679555,"0.0%",152299.909859751,152299.909859751,152299.909859751,"0.0%",155764,155764,155764,"0.0%"
"EXECUTIVE DIRECTOR OF STANDARDS AND APPEALS",162635.153078645,162635.153078645,162635.153078645,"0.0%",140697.812393491,140697.812393491,140697.812393491,"0.0%",142721.72321607,142721.72321607,142721.72321607,"0.0%",144574.705736366,144574.705736366,144574.705736366,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE DIRECTOR ON COMMISSION ON GENDER EQUALITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183810.895858294,183810.895858294,183810.895858294,"0.0%",187991,187991,187991,"0.0%"
"EXECUTIVE DIRECTOR TO THE ENVIRONMENTAL CONTROL BOARD",162635.153078645,162635.153078645,162635.153078645,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE DIRECTOR, NEW YORK CITY LOFT BOARD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156454.758861327,NA,156454.758861327,NA,152096.404767971,NA,152096.404767971,NA,162243.962905537,NA,162243.962905537,NA,NA,NA,NA,NA
"EXECUTIVE DIRECTOR, TECHNOLOGICAL DEVELOPMENT",162635.153078645,162635.153078645,162635.153078645,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE INSPECTOR",NA,NA,NA,NA,203726.103182317,203726.103182317,203726.103182317,"0.0%",206656.770887468,206656.770887468,206656.770887468,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120333.333333333,120338.502454969,118000,"1.0%"
"EXECUTIVE LEGISLATIVE COORDINATOR",165519.541730212,169607.637182631,159792.399064281,"3.0%",162212.311726564,175659.144066247,135571.062731163,"12.9%",178202.397161703,178205.093829762,177458.572732107,"0.2%",180515.605948915,180518.337559547,179762.143276999,"0.2%",175486.989780075,175489.645296337,174754.516288317,"0.2%",200925.463152207,200929.381170162,199844.752657876,"0.3%",185400,185400,185400,"0.0%"
"EXECUTIVE LEGISLATIVE SECRETARY",60401.9730305061,60764.2500922065,60401.2680293095,"0.3%",63995.8588217473,63995.8588217473,63995.8588217473,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Executive Program Specialist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95500,91672.0434956867,100546.458352935,"-4.6%"
"EXECUTIVE PROGRAM SPECIALIST",116524.834477787,116546.844464666,100934.867876441,"7.2%",129498.42113995,119653.544681955,154012.684431209,"-12.6%",143203.251238543,131982.079926451,154415.15011353,"-7.8%",140006.405564425,132571.224682728,146599.927523716,"-5.0%",142768.666973466,146214.214716597,138816.907151866,"2.6%",141073.437919587,137152.573722513,145135.692895127,"-2.8%",149258.678571429,137623.001941203,158293.958008012,"-7.0%"
"EXECUTIVE SECRETARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70429,70429,70429,"0.0%"
"EXECUTIVE SECRETARY TO CITY CLERK",NA,NA,NA,NA,NA,NA,NA,NA,78901.2813561863,78901.2813561863,78901.2813561863,"0.0%",79925.4327767744,79925.4327767744,79925.4327767744,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",NA,NA,NA,NA,54655.6886605486,NA,54655.6886605486,NA,64264.9410353788,NA,64264.9410353788,NA,59779.4834936665,59779.4834936665,59779.4834936665,"0.0%",61442.3352549607,61442.3352549607,61442.3352549607,"0.0%",NA,NA,NA,NA,50000,50000,50000,"0.0%"
"EXTERMINATOR",37033.7239666162,37198.5966512297,31532.7293727469,"8.2%",38739.6046502667,38909.1777749131,32850.597018201,"8.4%",40903.7880666949,40916.7144779729,37080.7099364528,"4.9%",41476.0882915129,41493.994892542,37411.670756242,"5.2%",40038.8750124747,40353.4732059856,33016.2450765461,"10.0%",43957.1122520742,43990.6395247552,43242.6535461049,"0.9%",47989.1785714286,48165.9044257446,45432.2244333144,"2.9%"
"FACILITIES COORDINATOR",58481.432578373,58481.432578373,58481.432578373,"0.0%",58376.6046529242,58376.6046529242,58376.6046529242,"0.0%",57772.0398261043,57772.0398261043,57772.0398261043,"0.0%",62736.3294877938,62736.3294877938,62736.3294877938,"0.0%",60988.6860129949,60988.6860129949,60988.6860129949,"0.0%",63099.5182888153,66203.8176143788,59989.0042959456,"4.9%",67819.5,71156.1463496693,64476.1738347565,"4.9%"
"FAMILY PUB HEALTH NURSE",80935.3839295876,80938.8907112106,80935.3805191376,"0.0%",84487.5604911127,84491.9443723549,84487.5559804501,"0.0%",85697.2988706776,85703.1638936805,85697.2935385881,"0.0%",86804.1991285082,86815.3117782461,86804.190475395,"0.0%",84689.4524142434,84631.9597365943,84689.748840677,"0.0%",86869.9264834038,86812.9565039931,86869.9798322805,"0.0%",88849.7073170732,88782.5583628371,88850.0893340027,"0.0%"
"FERRY TERMINAL SUPERVISOR",72910.4233595104,72910.4233595104,72910.4233595104,"0.0%",76108.8581779623,76108.8581779623,76108.8581779623,"0.0%",77203.6158305017,77203.6158305017,77203.6158305017,"0.0%",78278.9951961471,78278.9951961471,78278.9951961471,"0.0%",76098.3802911106,76098.3802911106,76098.3802911106,"0.0%",74839.2211807269,74839.2211807269,74839.2211807269,"0.0%",80024,80024,80024,"0.0%"
"FIELD INVESTIGATION SPECIALIST",53144.8310886857,NA,53144.8310886857,NA,55516.109897878,NA,55516.109897878,NA,56335.7183939636,NA,56335.7183939636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILM MANAGER",68420.6089001859,68420.6089001859,68420.6089001859,"0.0%",71422.5387343945,71422.5387343945,71422.5387343945,"0.0%",75919.0310646945,75921.6857573903,74924.5194620127,"0.7%",76904.330421535,76907.0197105314,75896.8582142478,"0.7%",76966.7652960474,76978.562348254,71345.8156591394,"3.8%",79012.1180609392,79024.0781781813,73313.4727136044,"3.7%",80809,80821.2316022561,74981,"3.7%"
"FINANCE OFFICER",NA,NA,NA,NA,109916.377914389,109916.377914389,109916.377914389,"0.0%",113816.423820708,113816.423820708,113816.423820708,"0.0%",121342.344353937,121342.344353937,121342.344353937,"0.0%",117962.115417078,117962.115417078,117962.115417078,"0.0%",120993.364084854,120993.364084854,120993.364084854,"0.0%",123745,123745,123745,"0.0%"
